"disk_num";"script_num";"basic_line";"string_num";"source_text";"translation"
"menu";"menu";"9938";"77";"6";""
"menu";"menu";"9939";"78";"Y";""
"disk01";"NO0";"10";"0";"00:01";""
"disk01";"NO0";"10";"1";"01:40";""
"disk01";"NO0";"20";"2";"OPN1";""
"disk01";"NO0";"30";"3";"OPN2";""
"disk01";"NO0";"40";"4";"OPN3";""
"disk01";"NO0";"50";"5";"OPN4";""
"disk01";"NO0";"60";"6";"OPN5";""
"disk01";"NO0";"60";"7";"03:42";""
"disk01";"NO0";"60";"8";"06:33";""
"disk01";"NO0";"70";"9";"OPN6";""
"disk01";"NO0";"80";"10";"OPN7";""
"disk01";"NO0";"90";"11";"OPN8";""
"disk01";"NO0";"100";"12";"OPN9";""
"disk01";"NO0";"110";"13";"OP10";""
"disk01";"NO0";"120";"14";"OP11";""
"disk01";"NO0";"130";"15";"MIR0";""
"disk01";"NO0";"130";"16";"14:19";""
"disk01";"NO0";"130";"17";"15:19";""
"disk01";"NO0";"130";"18";"MIR1";""
"disk01";"NO0";"130";"19";"MIR3";""
"disk01";"NO0";"3000";"20";"8:42";""
"disk01";"NO0";"3000";"21";"11:55";""
"disk01";"NO0";"3000";"22";"VIEW";""
"disk01";"NO0";"5500";"23";"DAVA";""
"disk01";"NO0";"5600";"24";"LDAT";""
"disk01";"NO0";"8020";"25";"Pｱﾙｸ";""
"disk01";"NO0";"8020";"26";"Pｶﾞﾗ";""
"disk01";"NO0";"8020";"27";"Pｲｷ";""
"disk01";"NO0";"8025";"28";"Pｺｶﾞ";""
"disk01";"NO0";"8025";"29";"Pｶﾐﾅ";""
"disk01";"NO0";"9105";"30";"▽";""
"disk01";"NO0";"10010";"31";"この物語は一部を除いてフィクシ";""
"disk01";"NO0";"10011";"32";"ョンであり、実在の人物・地名・";""
"disk01";"NO0";"10012";"33";"団体名とは一切関係ありません。";""
"disk01";"NO0";"10100";"34";"白・・・・・・";""
"disk01";"NO0";"10150";"35";"白い部屋・・・";""
"disk01";"NO0";"10150";"36";"  ";""
"disk01";"NO0";"10180";"37";"TX2";""
"disk01";"NO0";"10200";"38";"白・・・・・・";""
"disk01";"NO0";"10250";"39";"白い時間・・・";""
"disk01";"NO0";"10280";"40";"TX8";""
"disk01";"NO0";"10300";"41";"見慣れた石畳";""
"disk01";"NO0";"10350";"42";"生まれ育った街";""
"disk01";"NO0";"10370";"43";"ベイエリア・・・";""
"disk01";"NO0";"10380";"44";"TX7";""
"disk01";"NO0";"10400";"45";"時が流れていく";""
"disk01";"NO0";"10450";"46";"霧に包まれた街角";""
"disk01";"NO0";"10450";"47";"  ";""
"disk01";"NO0";"10480";"48";"TX1";""
"disk01";"NO0";"10500";"49";"影だ・・・・";""
"disk01";"NO0";"10550";"50";"殺意を感じる";""
"disk01";"NO0";"10580";"51";"TX4";""
"disk01";"NO0";"10600";"52";"逃げる・・・・";""
"disk01";"NO0";"10650";"53";"何から・・・・";""
"disk01";"NO0";"10660";"54";"わからない・・";""
"disk01";"NO0";"10680";"55";"TX5";""
"disk01";"NO0";"10700";"56";"なぜ俺が・・・";""
"disk01";"NO0";"10750";"57";"影の標的に・・";""
"disk01";"NO0";"10760";"58";"わからない・・";""
"disk01";"NO0";"10780";"59";"TX6";""
"disk01";"NO0";"10800";"60";"走れ、走れ・・・";""
"disk01";"NO0";"10850";"61";"影に追いつかれる";""
"disk01";"NO0";"10850";"62";"  ";""
"disk01";"NO0";"10880";"63";"TX3";""
"disk01";"NO0";"10900";"64";"俺を殺そうとしている";""
"disk01";"NO0";"10950";"65";"誰・・・わからない";""
"disk01";"NO0";"10980";"66";"TX9";""
"disk01";"NO0";"11000";"67";"逃げるんだ・・・";""
"disk01";"NO0";"11050";"68";"奴の足音が";""
"disk01";"NO0";"11060";"69";"そこまできた・・";""
"disk01";"NO0";"11080";"70";"TX10";""
"disk01";"NO0";"11100";"71";"殺意の影が";""
"disk01";"NO0";"11150";"72";"刃物を持って";""
"disk01";"NO0";"11160";"73";"鏡にうつる・・・";""
"disk01";"NO0";"11180";"74";"TX11";""
"disk01";"NO0";"15000";"75";"ＣＤ−ＲＯＭよりＤＡＴＡの読み込みを始めます。ＨＩＴ　ＡＮＹ　ＫＥＹ";""
"disk01";"NO0";"15010";"76";"　　　　　　　　ＣＤ−ＲＯＭよりＤＡＴＡを読み込み中";""
"disk01";"NO0";"15040";"77";"NO1";""
"disk02";"NO1";"50";"0";"08:00";""
"disk02";"NO1";"50";"1";"08:40";""
"disk02";"NO1";"110";"2";"デビッド「ウワァッ！！・・・ハァ、ハァ・・・」";""
"disk02";"NO1";"120";"3";"09:06";""
"disk02";"NO1";"120";"4";"11:52";""
"disk02";"NO1";"120";"5";"NAM1";""
"disk02";"NO1";"120";"6";"デビッドは、最悪の寝覚めをしたので、全身にネットリとした汗をかいている。";""
"disk02";"NO1";"150";"7";"デビッド「ちくしょう！　またあの夢だ！」";""
"disk02";"NO1";"160";"8";"子供の頃からときどき見る悪夢なのだが、なかなか慣れない・・・。";""
"disk02";"NO1";"170";"9";"少し気になるのは成長するに連れてリアリティ−が増し、その分うなされる回数も増えていることだ。";""
"disk02";"NO1";"180";"10";"デビッド「このままじゃ夢に殺されてしまう。いっそ精神科にでも行くかな・・・」";""
"disk02";"NO1";"190";"11";"うなされるたびにそう思うデビッドであった。";""
"disk02";"NO1";"200";"12";"デビッド「・・・シャワ−でも浴びるか・・・」";""
"disk02";"NO1";"210";"13";"シャワ−を浴びれば少しは気分も良くなるとデビッドは思った・・・。";""
"disk02";"NO1";"310";"14";"デビッド「いよいよ明日か・・・初のヨ−ロッパツア−に行くのは・・・」";""
"disk02";"NO1";"320";"15";"デビッドはイギリス・インディ−ズシ−ンの中でも、デビュ−してたった１年でヨ−ロッパツア−を敢行するなど、新進気鋭のロックバンド［エレノ・ヴィジョン］の一員であり、";""
"disk02";"NO1";"330";"16";"そのフロントマンにふさわしい美形・知性・カリスマ性と三拍子そろったボ−カリストである。";""
"disk02";"NO1";"400";"17";"部屋の中を見わたす。";""
"disk02";"NO1";"400";"18";"ヨ−ロッパ・ツア−について考える。";""
"disk02";"NO1";"400";"19";"テレビのスイッチを入れる。";""
"disk02";"NO1";"410";"20";"デビッドは、冷えたミネラル・ウォ−タ−を片手に持ってソファ−に座っている。";""
"disk02";"NO1";"430";"21";"売れっ子ミュ−ジシャンのわりには質素な造りの部屋で、こぎれいに片付けている。";""
"disk02";"NO1";"440";"22";"デビッド「フ−ッ！　こんな調子でツア−に出るとは・・・」";""
"disk02";"NO1";"450";"23";"デビッド「ダメだ！　そんな弱気になっていては・・・シッカリしないと・・・」";""
"disk02";"NO1";"460";"24";"デビッド「まだこんな時間か・・・テレビでも見るか」";""
"disk02";"NO1";"500";"25";"CH2";""
"disk02";"NO1";"502";"26";"デビッド「昼間は、国営放送は休みか！？　税金ばかり高く取るわりに、休んでいるとは・・・しっかり働いてくれよ」";""
"disk02";"NO1";"508";"27";"CH3";""
"disk02";"NO1";"510";"28";"デビッド「昼間からホラ−とは！？　この映画は相変わらずだな・・・」";""
"disk02";"NO1";"515";"29";"デビッド「ここまでくるとほとんどコミックだな・・・俺の夢のほうがよっぽどホラ−してるよ」";""
"disk02";"NO1";"516";"30";"CH4";""
"disk02";"NO1";"520";"31";"デビッド「オッ！　この曲は・・・最高だな！！」";""
"disk02";"NO1";"535";"32";"CH1";""
"disk02";"NO1";"540";"33";"ＢＢＤ「・・・今朝キングストン地区のリッチモンド・ロ−ドで交通事故がありました・・・死亡者は女性１名で・・・事故当時、女性は意識不明の状態のため、近くのカッセル病院に運ばれましたが、まもなく死亡いたしました」";""
"disk02";"NO1";"550";"34";"ＢＢＤ「・・・死亡した女性の名前は、クレア・スタ−ク　２１才・・・ヴュ−ズ・レ−ベル所属の、最近若者に人気があるロックバンド［エレノ・ヴィジョン］のマネ−ジャ−をしていました・・・」";""
"disk02";"NO1";"560";"35";"デビッド「んっ！？・・・なに！！・・・クレアが・・・まさか！？」";""
"disk02";"NO1";"570";"36";"ＢＢＤ「・・・このバンドは明日から、初のヨ−ロッパ・ツア−を開始する矢先に事故があり・・・ヴュ−ズ・レ−ベル社内では・・・もようです」";""
"disk02";"NO1";"640";"37";"電話は、同じバンドのマ−チンからだ。";""
"disk02";"NO1";"700";"38";"マ−チンからの電話を聞く。";""
"disk02";"NO1";"700";"39";"事件について考える。";""
"disk02";"NO1";"720";"40";"とりあえず、事務所に行くしかなさそうだ。";""
"disk02";"NO1";"730";"41";"とにかく、マ−チンからの電話を聞いてみよう。";""
"disk02";"NO1";"770";"42";"ヴュ−ズ・レ−ベル事務所に行く。";""
"disk02";"NO1";"780";"43";"デビッドは、ミネラル・ウォ−タ−を一気に飲み干し、ヴュ−ズ・レ−ベル事務所に急いだ。";""
"disk02";"NO1";"800";"44";"17:44";""
"disk02";"NO1";"800";"45";"19:15";""
"disk02";"NO1";"800";"46";"MMrL";""
"disk02";"NO1";"800";"47";"NAM2";""
"disk02";"NO1";"805";"48";"マ−チン「デビッド！・・・プロダクションから連絡が入ったよ・・・ク・クレアが・・・」";""
"disk02";"NO1";"810";"49";"デビッド「あ、ああ・・・　今、ニュ−スで・・・」";""
"disk02";"NO1";"820";"50";"マ−チン「・・・自過失だって・・・」";""
"disk02";"NO1";"830";"51";"デビッド「そんな！？・・・、彼女がそんなミスを犯すなんて・・・」";""
"disk02";"NO1";"840";"52";"マ−チン「まったくだよ。　しかしどうする？　明日からツア−だよ」";""
"disk02";"NO1";"850";"53";"デビッド「・・・まあ、そこはプロダクションの方がうまくやってくれるだろうけど・・・残念だな・・・ほかの奴には？・・・」";""
"disk02";"NO1";"860";"54";"マ−チン「これから連絡するよ。とりあえず事務所まで来てくれないか？」";""
"disk02";"NO1";"870";"55";"デビッド「ああ、分かった」";""
"disk02";"NO1";"901";"56";"LON5";""
"disk02";"NO1";"902";"57";"デビッドの所属しているヴュ−ズ・レ−ベルは創立してまだ２年目だが、";""
"disk02";"NO1";"906";"58";"マイナ−なバンドでも個性的な音楽なら投資を惜しまない事が有名になり、";""
"disk02";"NO1";"908";"59";"今では大手のレ−ベルに並ぶほどのイベントやセ−ルスの実績を上げ、";""
"disk02";"NO1";"909";"60";"Vﾏｴ";""
"disk02";"NO1";"910";"61";"ヨ−ロッパのインディ−ズ・シ−ンの代表的なレ−ベルである。";""
"disk02";"NO1";"930";"62";"NO2";""
"disk02";"NO1";"5105";"63";"▽";""
"disk02";"NO1";"5430";"64";"";""
"disk02";"NO1";"5435";"65";"8";""
"disk02";"NO1";"5436";"66";"2";""
"disk02";"NO1";"6000";"67";"OKIL";""
"disk02";"NO1";"6010";"68";"davR";""
"disk02";"NO1";"6020";"69";"davR";""
"disk02";"NO1";"6030";"70";"davR";""
"disk02";"NO1";"6040";"71";"SHYW";""
"disk02";"NO1";"6050";"72";"MYR1";""
"disk02";"NO1";"6055";"73";"MYR2";""
"disk02";"NO1";"6070";"74";"JSO1";""
"disk02";"NO1";"6071";"75";"JSO2";""
"disk02";"NO1";"6080";"76";"PRM1";""
"disk02";"NO1";"6081";"77";"PRM2";""
"disk02";"NO1";"6082";"78";"PRM3";""
"disk02";"NO1";"6090";"79";"NOIS";""
"disk02";"NO1";"6100";"80";"BBC1";""
"disk02";"NO1";"6110";"81";"BBC3";""
"disk02";"NO1";"6120";"82";"BBC2";""
"disk02";"NO1";"6130";"83";"TEL";""
"disk02";"NO1";"6140";"84";"marR";""
"disk02";"NO1";"6145";"85";"marL";""
"disk02";"NO1";"6150";"86";"davR";""
"disk02";"NO1";"6160";"87";"LON1";""
"disk02";"NO1";"6160";"88";"12:46";""
"disk02";"NO1";"6160";"89";"15:19";""
"disk02";"NO1";"6160";"90";"LON1";""
"disk02";"NO1";"6171";"91";"LON6";""
"disk02";"NO1";"6200";"92";"MEU2";""
"disk02";"NO1";"6200";"93";"MEU3";""
"disk02";"NO1";"6201";"94";"MEU4";""
"disk02";"NO1";"6700";"95";"   ";""
"disk02";"NO1";"6800";"96";"LON5";""
"disk02";"NO1";"6810";"97";"LON6";""
"disk02";"NO1";"8420";"98";"Pｲｷ";""
"disk02";"NO1";"8440";"99";"PNEW";""
"disk02";"NO1";"8460";"100";"Pﾎﾗｰ";""
"disk02";"NO1";"8500";"101";"19:16";""
"disk02";"NO1";"8500";"102";"21:33";""
"disk02";"NO1";"9998";"103";"ャャャャャャャャャャャャャャャャャャャャャャャャャャャャャャャャャャャャャャャャ";""
"disk02";"NO1";"9999";"104";"                                                                                ";""
"disk02";"NO1";"10000";"105";"ＤＡＴＡをＳＡＶＥしますか？　Ｙ／Ｎ";""
"disk02";"NO1";"10010";"106";"";""
"disk02";"NO1";"10015";"107";"N";""
"disk02";"NO1";"10015";"108";"n";""
"disk02";"NO1";"10020";"109";"Y";""
"disk02";"NO1";"10020";"110";"y";""
"disk02";"NO1";"10040";"111";"ドライブ１に、ＳＡＶＥ・ディスクを入れて下さい。";""
"disk02";"NO1";"10049";"112";"A:";""
"disk02";"NO1";"10070";"113";"ドライブ１のディスクが違います。";""
"disk02";"NO1";"10110";"114";"ＳＡＶＥしました。ドライブ１のディスクに、ＭＡＩＮディスクを入れて下さい。";""
"disk02";"NO1";"10120";"115";"A:";""
"disk02";"NO1";"10150";"116";"ドライブ１のディスクが違います。";""
"disk02";"NO2";"100";"0";"17:44";""
"disk02";"NO2";"100";"1";"19:35";""
"disk02";"NO2";"110";"2";"ケイト・ランベラ　２４才";""
"disk02";"NO2";"130";"3";"ケイトの話を聞いてみる。";""
"disk02";"NO2";"130";"4";"ケイトの表情を見る。";""
"disk02";"NO2";"150";"5";"受付嬢のケイトは、いつもは笑顔を絶えさない明るい娘であるが、今日はクレアの事で悲しみを隠しきれないのか笑顔が見られない。";""
"disk02";"NO2";"160";"6";"ケイト「デビッド！！　クレアが・・・」";""
"disk02";"NO2";"170";"7";"デビッド「知っているよ・・・マ−チンから連絡があった・・・」";""
"disk02";"NO2";"170";"8";"クレアについてケイトに聞いてみる。";""
"disk02";"NO2";"180";"9";"ケイト「・・・明日のツア−は、一番クレアが楽しみにしていたのに・・・本当に神様は残酷な事をするわね・・・」";""
"disk02";"NO2";"190";"10";"デビット「ああ、たしかに・・・クレアは、このツア−のために寝るのも惜しんで働いたっけ・・・とにかく、社長のリチャ−ドに明日の事を聞かないと・・・」";""
"disk02";"NO2";"190";"11";"社長についてケイトに聞いてみる。";""
"disk02";"NO2";"200";"12";"ケイト「社長は、さきほど慌てて外に出ていったわ・・・あの様子だと何か考えがあるみたい」";""
"disk02";"NO2";"210";"13";"デビッド「それじゃ・・・社長を待つとするか。ケイト、気を落とさずがんばれよ」";""
"disk02";"NO2";"220";"14";"ケイト「ええ・・・デビッド、サンキュ−！」";""
"disk02";"NO2";"300";"15";"デビッドは事務所に入った。";""
"disk02";"NO2";"305";"16";"事務所の様子を見る。";""
"disk02";"NO2";"305";"17";"事務所の関係者にたずねる。";""
"disk02";"NO2";"310";"18";"デビッドの所属する、ここヴュ−ズ・レ−ベルの事務所は上へ下への大騒ぎである。なにせメジャ−と違ってインディ−ズだけに有能な彼女の死は大きな損失なのである。";""
"disk02";"NO2";"320";"19";"デビッド「あの・・・みんなは？・・・」";""
"disk02";"NO2";"330";"20";"女性「あっ！・・・デビッド、スタジオでメンバ−達が待ってます」";""
"disk02";"NO2";"340";"21";"デビッド「・・・わかりました」";""
"disk02";"NO2";"401";"22";"スタジオにはマ−チンとアンドリュ−だけしかいなかった。";""
"disk02";"NO2";"402";"23";"二人の様子を見る。";""
"disk02";"NO2";"402";"24";"アンドリュ−の話を聞く。";""
"disk02";"NO2";"402";"25";"マ−チンの話を聞く。";""
"disk02";"NO2";"450";"26";"二人とも彼女の事で表情が暗くなっていた。";""
"disk02";"NO2";"460";"27";"NAM4";""
"disk02";"NO2";"470";"28";"アンドリュ−「アランは、まだ来てないし・・・社長もどこかに行ってしまうし・・・本当にツア−が出来るのか心配だな」";""
"disk02";"NO2";"480";"29";"デビッド「アランは、まだ来ていないのか？」";""
"disk02";"NO2";"490";"30";"マ−チン「デビット、こんな状態でツア−なんて・・・」";""
"disk02";"NO2";"490";"31";"マ−チン「デビット、もうツア−まで一週間しかないんだ・・・」";""
"disk02";"NO2";"500";"32";"デビッド「マ−チン、どうしたんだ？・・・顔色が悪いぞ」";""
"disk02";"NO2";"505";"33";"デビット「マ−チン、元気だせよ・・・」";""
"disk02";"NO2";"510";"34";"アンドリュ−「マ−チン、そんなにしょげるなよ・・・きっと社長が何とかしてくれるさ」";""
"disk02";"NO2";"520";"35";"マ−チン「アンドリュ−は普段から楽天的だからいいけどさ・・・このツア−が成功しなければマスコミの連中がなんて言うか・・・このバンドも・・・」";""
"disk02";"NO2";"540";"36";"デビッド「オイオイ！　二人とも、こんな時にもめなくても・・・」";""
"disk02";"NO2";"550";"37";"アンドリュ−「また始まった！・・・君はいつもバンドの評判ばかり気にするんだ」";""
"disk02";"NO2";"555";"38";"デビッド「んっ？　誰か来たぞ！」";""
"disk02";"NO2";"600";"39";"アランが駆け込んできた。";""
"disk02";"NO2";"630";"40";"彼はメンバ−の中では一番の演奏テクニックがあり、曲のアレンジはほとんど彼一人でやってしまうほどの才能の持ち主である。";""
"disk02";"NO2";"640";"41";"アラン「遅れてしまって、悪い！・・・今まで、ツア−に使うサンプリングソ−ス・ディスクを作っていたんだ・・・クレアの事、本当に残念だったな・・・」";""
"disk02";"NO2";"650";"42";"デビッド「・・・これで、みんなそろった訳だが・・・後は、社長が帰ってくれば・・・あっ、帰ってきたみたいだ」";""
"disk02";"NO2";"655";"43";"社長兼プロデュ−サ−のリチャ−ドが入ってきた。";""
"disk02";"NO2";"656";"44";"rtdL";""
"disk02";"NO2";"656";"45";"NAM6";""
"disk02";"NO2";"657";"46";"リチャ−ド「やあ、みんな集まったか・・・話しがあるので、会議室に来てくれ」";""
"disk02";"NO2";"999";"47";"N3-1";""
"disk02";"NO2";"5105";"48";"▽";""
"disk02";"NO2";"5430";"49";"";""
"disk02";"NO2";"5435";"50";"8";""
"disk02";"NO2";"5436";"51";"2";""
"disk02";"NO2";"6005";"52";"KEIT";""
"disk02";"NO2";"6010";"53";"VIE2";""
"disk02";"NO2";"6015";"54";"VIE2";""
"disk02";"NO2";"6020";"55";"davR";""
"disk02";"NO2";"6030";"56";"davR";""
"disk02";"NO2";"6040";"57";"ｽﾀｼｵ";""
"disk02";"NO2";"6140";"58";"marL";""
"disk02";"NO2";"6141";"59";"andL";""
"disk02";"NO2";"6142";"60";"alnL";""
"disk02";"NO2";"6142";"61";"NAM5";""
"disk02";"NO2";"8010";"62";"Pﾄﾞｱ";""
"disk02";"NO2";"8015";"63";"Pｼﾞﾑ";""
"disk02";"NO2";"9000";"64";"27:06";""
"disk02";"NO2";"9000";"65";"28:35";""
"disk02";"NO2";"9998";"66";"ャャャャャャャャャャャャャャャャャャャャャャャャャャャャャャャャャャャャャャャャ";""
"disk02";"NO2";"9999";"67";"                                                                                ";""
"disk02";"NO2";"10000";"68";"ＤＡＴＡをＳＡＶＥしますか？　Ｙ／Ｎ";""
"disk02";"NO2";"10010";"69";"";""
"disk02";"NO2";"10015";"70";"N";""
"disk02";"NO2";"10015";"71";"n";""
"disk02";"NO2";"10020";"72";"Y";""
"disk02";"NO2";"10020";"73";"y";""
"disk02";"NO2";"10040";"74";"ドライブ１に、ＳＡＶＥ・ディスクを入れて下さい。";""
"disk02";"NO2";"10049";"75";"A:";""
"disk02";"NO2";"10070";"76";"ドライブ１のディスクが違います。";""
"disk02";"NO2";"10110";"77";"ＳＡＶＥしました。ドライブ１のディスクに、ＭＡＩＮディスクを入れて下さい。";""
"disk02";"NO2";"10120";"78";"A:";""
"disk02";"NO2";"10150";"79";"ドライブ１のディスクが違います。";""
"disk02";"N3-1";"20";"0";"部屋に入ると、一人の若い女性が待っていた。";""
"disk02";"N3-1";"35";"1";"メンバ−の表情を見る。";""
"disk02";"N3-1";"35";"2";"リチャ−ドの話を聞く。";""
"disk02";"N3-1";"35";"3";"メンバ−の話を聞く。";""
"disk02";"N3-1";"35";"4";"スシャ−ナに話しかける。";""
"disk02";"N3-1";"50";"5";"メンバ−は、社長の話に期待をしているようだ。";""
"disk02";"N3-1";"60";"6";"スシャ−ナは、みかけより明かるい神秘的な女性である。";""
"disk02";"N3-1";"70";"7";"新しくマネ−ジャ−が決まり、なんとか予定通りにツア−へ出られそうだという安心感がメンバ−にひろがった。";""
"disk02";"N3-1";"220";"8";"リチャ−ド「どうも、大変な事になってしまった。とりあえず紹介しておこう。彼女はスシャ−ナ・リン。君達の新しいマネ−ジャ−だ」";""
"disk02";"N3-1";"230";"9";"NAM7";""
"disk02";"N3-1";"230";"10";"スシャ−ナ「よろしく！　エレノ・ヴィジョンのみなさん」";""
"disk02";"N3-1";"240";"11";"アンドリュ−「アンドリュ−・ベイカ−です。よろしく！」";""
"disk02";"N3-1";"241";"12";"アラン「アレンジ担当のアラン・スティ−ベルだ」";""
"disk02";"N3-1";"242";"13";"マ−チン「作曲担当のマ−チン・ビンセントです。よろしくおねがいします！」";""
"disk02";"N3-1";"245";"14";"デビット「・・・よろしく・・・」";""
"disk02";"N3-1";"250";"15";"リチャ−ド「みんな何か質問は、ないかね？」";""
"disk02";"N3-1";"252";"16";"リチャ−ド「スシャ−ナ、デビットはクレアの事で少し疲れているようだ。私から誤るよ」";""
"disk02";"N3-1";"255";"17";"リチャ−ド「みんな他に質問は？」";""
"disk02";"N3-1";"260";"18";"アンドリュ−「さすが社長だ。どこからスカウトしてきたんですか？」";""
"disk02";"N3-1";"270";"19";"リチャ−ド「いや、スカウトしたんじゃない。以前からうちへ入りたいという事だったんだが、一昨日正式に社員として採用したばかりなんだ」";""
"disk02";"N3-1";"280";"20";"マ−チン「社長、これで明日からのツア−は大丈夫ですね」";""
"disk02";"N3-1";"285";"21";"リチャ−ド「ああ、とりあえず大丈夫だ」";""
"disk02";"N3-1";"287";"22";"アンドリュ−「そうですか・・・マネ−ジャ−も決まったし、これで一安心だ。良かったな・・・デビット」";""
"disk02";"N3-1";"290";"23";"アンドリュ−「よし、マネ−ジャ−も決まったし、そのマネ−ジャ−は美人だし、後はツア−の準備をするだけか」";""
