"disk_num"	"script_num"	"basic_line"	"string_num"	"source_text"	"background_pic"	"portrait_pic"	"language"	"translation"	
"disk02"	"NO1"	510	28	"デビッド「昼間からホラ－とは！？　この映画は相変わらずだな・・・」"	"disk02/JSO1.png"	"main/davL.png"	"EN"	"David: A horror movie at this time of the day? Yeah, I've seen this one."	
"disk02"	"NO1"	515	29	"デビッド「ここまでくるとほとんどコミックだな・・・俺の夢のほうがよっぽどホラ－してるよ」"	"disk02/JSO2.png"	"main/davL.png"	"EN"	"David: Compared to my usual nightmares, this feels like a comedy."	
"disk02"	"NO1"	520	31	"デビッド「オッ！　この曲は・・・最高だな！！」"	"disk02/JSO2.png"	"main/davL.png"	"EN"	"David: Hey, I know this song! It's awesome!"	
"disk02"	"NO1"	540	33	"ＢＢＤ「・・・今朝キングストン地区のリッチモンド・ロ－ドで交通事故がありました・・・死亡者は女性１名で・・・事故当時、女性は意識不明の状態のため、近くのカッセル病院に運ばれましたが、まもなく死亡いたしました」"	"disk02/BBC1.png"	"main/davL.png"	"EN"	"BBC: ...involved in a traffic accident this morning in Richmond Road, Kingston Upon Thames... The woman was brought to the nearby Cassel Hospital, but was declared dead on arrival."	
"disk02"	"NO1"	550	34	"ＢＢＤ「・・・死亡した女性の名前は、クレア・スタ－ク　２１才・・・ヴュ－ズ・レ－ベル所属の、最近若者に人気があるロックバンド［エレノ・ヴィジョン］のマネ－ジャ－をしていました・・・」"	"disk02/BBC3.png"	"main/davL.png"	"EN"	"BBC: ...name was Claire Stark, 21 years old. She was the manager of ""Eleno Vision"", a recent rock band contracted with Views Label..."	
"disk02"	"NO1"	560	35	"デビッド「んっ！？・・・なに！！・・・クレアが・・・まさか！？」"	"disk02/BBC3.png"	"main/davL.png"	"EN"	"David: ...Wait, what? Are they talking about Claire?!"	
"disk02"	"NO1"	570	36	"ＢＢＤ「・・・このバンドは明日から、初のヨ－ロッパ・ツア－を開始する矢先に事故があり・・・ヴュ－ズ・レ－ベル社内では・・・もようです」"	"disk02/BBC2.png"	"main/davL.png"	"EN"	"BBC: ...band was supposed to begin their European tour tomorrow... Views Label refused to make any statements."	
"disk02"	"NO1"	640	37	"電話は、同じバンドのマ－チンからだ。"	"disk02/TEL.png"	"main/davL.png"	"EN"	"The phone rang. It was a call from Martin, a fellow band member."	
"disk02"	"NO1"	700	38	"マ－チンからの電話を聞く。"	"disk02/TEL.png"	"main/davL.png"	"EN"	"Talk to Martin."	
"disk02"	"NO1"	700	39	"事件について考える。"	"disk02/TEL.png"	"main/davL.png"	"EN"	"Think about the accident."	
"disk02"	"NO1"	720	40	"とりあえず、事務所に行くしかなさそうだ。"	"disk02/TEL.png"	"main/davL.png"	"EN"	"I should go to the office for the time being."	
"disk02"	"NO1"	730	41	"とにかく、マ－チンからの電話を聞いてみよう。"	"disk02/TEL.png"	"main/davL.png"	"EN"	"I'd better hear Martin out."	
"disk02"	"NO1"	770	42	"ヴュ－ズ・レ－ベル事務所に行く。"	"disk02/TEL.png"	"main/davL.png"	"EN"	"Go to the Views Label's office."	
"disk02"	"NO1"	780	43	"デビッドは、ミネラル・ウォ－タ－を一気に飲み干し、ヴュ－ズ・レ－ベル事務所に急いだ。"	"disk02/MYR1.png"	"main/davL.png"	"EN"	"David drank his mineral water down in one gulp and hurried to the Views Label office."	
"disk02"	"NO1"	805	48	"マ－チン「デビッド！・・・プロダクションから連絡が入ったよ・・・ク・クレアが・・・」"	"disk02/MYR1.png"	"main/marL.png"	"EN"	"Martin: David! I-I heard from Production... It's about Claire... Sh-She's..."	
"disk02"	"NO1"	810	49	"デビッド「あ、ああ・・・　今、ニュ－スで・・・」"	"disk02/MYR1.png"	"main/davL.png"	"EN"	"David: Y-Yeah... I just heard on the news..."	
"disk02"	"NO1"	820	50	"マ－チン「・・・自過失だって・・・」"	"disk02/MYR1.png"	"main/marL.png"	"EN"	"Martin: ...They said she caused the accident..."	
"disk02"	"NO1"	830	51	"デビッド「そんな！？・・・、彼女がそんなミスを犯すなんて・・・」"	"disk02/MYR1.png"	"main/davL.png"	"EN"	"David: What?! But she was never that careless before!"	
"disk02"	"NO1"	840	52	"マ－チン「まったくだよ。　しかしどうする？　明日からツア－だよ」"	"disk02/MYR1.png"	"main/marL.png"	"EN"	"Martin: I know.
...What are we going to do now? Our tour was supposed to start tomorrow."	
"disk02"	"NO1"	850	53	"デビッド「・・・まあ、そこはプロダクションの方がうまくやってくれるだろうけど・・・残念だな・・・ほかの奴には？・・・」"	"disk02/MYR1.png"	"main/davL.png"	"EN"	"David: I know Production has been working hard on that front, but it doesn't feel right now... Have you heard from the others?"	
"disk02"	"NO1"	860	54	"マ－チン「これから連絡するよ。とりあえず事務所まで来てくれないか？」"	"disk02/MYR1.png"	"main/marL.png"	"EN"	"Martin: I'm going to call them now. Can you come to the office?"	
"disk02"	"NO1"	870	55	"デビッド「ああ、分かった」"	"disk02/MYR1.png"	"main/davL.png"	"EN"	"David: Yes. See you there."	
"disk02"	"NO1"	902	57	"デビッドの所属しているヴュ－ズ・レ－ベルは創立してまだ２年目だが、"	"disk02/LON5.png"	"main/davL.png"	"EN"	"Views Label had been founded two years prior."	
"disk02"	"NO1"	906	58	"マイナ－なバンドでも個性的な音楽なら投資を惜しまない事が有名になり、"	"disk02/LON5.png"	"main/davL.png"	"EN"	"It started by investing in minor bands without sparing resources."	
"disk02"	"NO1"	908	59	"今では大手のレ－ベルに並ぶほどのイベントやセ－ルスの実績を上げ、"	"disk02/LON6.png"	"main/davL.png"	"EN"	"It had since become an exemplary label of the European Indies scene,"	
"disk02"	"NO1"	910	61	"ヨ－ロッパのインディ－ズ・シ－ンの代表的なレ－ベルである。"	"disk02/Vﾏｴ.png"	"main/davL.png"	"EN"	"organizing major events and achieving sales numbers comparable to a major music label."	
"disk02"	"NO1"	10000	105	"ＤＡＴＡをＳＡＶＥしますか？　Ｙ／Ｎ"	"disk02/Vﾏｴ.png"	"main/davL.png"	"EN"		
"disk02"	"NO1"	10040	111	"ドライブ１に、ＳＡＶＥ・ディスクを入れて下さい。"	"disk02/Vﾏｴ.png"	"main/davL.png"	"EN"		
"disk02"	"NO1"	10070	113	"ドライブ１のディスクが違います。"	"disk02/Vﾏｴ.png"	"main/davL.png"	"EN"	"Incorrect disk in Drive 1."	
"disk02"	"NO1"	10110	114	"ＳＡＶＥしました。ドライブ１のディスクに、ＭＡＩＮディスクを入れて下さい。"	"disk02/Vﾏｴ.png"	"main/davL.png"	"EN"		
"disk02"	"NO1"	10150	116	"ドライブ１のディスクが違います。"	"disk02/Vﾏｴ.png"	"main/davL.png"	"EN"	"Incorrect disk in Drive 1."	
"disk02"	"NO2"	110	2	"ケイト・ランベラ　２４才"	"disk02/KEIT.png"	"main/davL.png"	"EN"	"Kate Rambella, 24."	
"disk02"	"NO2"	130	3	"ケイトの話を聞いてみる。"	"disk02/KEIT.png"	"main/davL.png"	"EN"	"Talk to Kate."	
"disk02"	"NO2"	130	4	"ケイトの表情を見る。"	"disk02/KEIT.png"	"main/davL.png"	"EN"	"Look at Kate's expression."	
"disk02"	"NO2"	150	5	"受付嬢のケイトは、いつもは笑顔を絶えさない明るい娘であるが、今日はクレアの事で悲しみを隠しきれないのか笑顔が見られない。"	"disk02/KEIT.png"	"main/davL.png"	"EN"	"Kate, the receptionist, usually wore a bright smile on her face, but she was unable to hide her sadness at the news of Claire's death."	
"disk02"	"NO2"	160	6	"ケイト「デビッド！！　クレアが・・・」"	"disk02/KEIT.png"	"main/davL.png"	"EN"	"Kate: David! It's Claire! She's—"	
"disk02"	"NO2"	170	7	"デビッド「知っているよ・・・マ－チンから連絡があった・・・」"	"disk02/KEIT.png"	"main/davL.png"	"EN"	"David: I know... I heard from Martin."	
"disk02"	"NO2"	170	8	"クレアについてケイトに聞いてみる。"	"disk02/KEIT.png"	"main/davL.png"	"EN"	"Talk to Kate about Claire."	
"disk02"	"NO2"	180	9	"ケイト「・・・明日のツア－は、一番クレアが楽しみにしていたのに・・・本当に神様は残酷な事をするわね・・・」"	"disk02/KEIT.png"	"main/davL.png"	"EN"	"Kate: She was so looking forward to the tour... Oh God, why did this have to happen...?"	
"disk02"	"NO2"	190	10	"デビット「ああ、たしかに・・・クレアは、このツア－のために寝るのも惜しんで働いたっけ・・・とにかく、社長のリチャ－ドに明日の事を聞かないと・・・」"	"disk02/KEIT.png"	"main/davL.png"	"EN"	"David: You said it. Claire was working so hard for the tour, she barely had any time to sleep. We'll have to talk to Richard about our plans."	
"disk02"	"NO2"	190	11	"社長についてケイトに聞いてみる。"	"disk02/KEIT.png"	"main/davL.png"	"EN"	"Ask about Richard, the president."	
"disk02"	"NO2"	200	12	"ケイト「社長は、さきほど慌てて外に出ていったわ・・・あの様子だと何か考えがあるみたい」"	"disk02/KEIT.png"	"main/davL.png"	"EN"	"Kate: The president left in a hurry a few moments ago. He looked like he had something on his mind, but he didn't say anything."	
"disk02"	"NO2"	210	13	"デビッド「それじゃ・・・社長を待つとするか。ケイト、気を落とさずがんばれよ」"	"disk02/KEIT.png"	"main/davL.png"	"EN"	"David: Guess I'll have to wait for him to come back. Try to cheer up, okay?"	
"disk02"	"NO2"	220	14	"ケイト「ええ・・・デビッド、サンキュ－！」"	"disk02/KEIT.png"	"main/davL.png"	"EN"	"Kate: I'll try. Thanks, David."	
"disk02"	"NO2"	300	15	"デビッドは事務所に入った。"	"disk02/KEIT.png"	"main/davL.png"	"EN"	"David entered the office."	
"disk02"	"NO2"	305	16	"事務所の様子を見る。"	"disk02/VIE2.png"	"main/davL.png"	"EN"	"Look around the office."	
"disk02"	"NO2"	305	17	"事務所の関係者にたずねる。"	"disk02/VIE2.png"	"main/davL.png"	"EN"	"Talk to the staff."	
"disk02"	"NO2"	310	18	"デビッドの所属する、ここヴュ－ズ・レ－ベルの事務所は上へ下への大騒ぎである。なにせメジャ－と違ってインディ－ズだけに有能な彼女の死は大きな損失なのである。"	"disk02/VIE2.png"	"main/davL.png"	"EN"	"Views Label's office was in an uproar. The loss of a talented woman like Claire was a terrible blow for an indie label."	
"disk02"	"NO2"	320	19	"デビッド「あの・・・みんなは？・・・」"	"disk02/VIE2.png"	"main/davL.png"	"EN"	"David: Uhmm... Where is everyone?"	
"disk02"	"NO2"	330	20	"女性「あっ！・・・デビッド、スタジオでメンバ－達が待ってます」"	"disk02/VIE2.png"	"main/davL.png"	"EN"	"Lady: Ah, David! They're waiting in the studio."	
"disk02"	"NO2"	340	21	"デビッド「・・・わかりました」"	"disk02/VIE2.png"	"main/davL.png"	"EN"	"David: Got it."	
"disk02"	"NO2"	401	22	"スタジオにはマ－チンとアンドリュ－だけしかいなかった。"	"disk02/ｽﾀｼｵ.png"	"main/davL.png"	"EN"	"Only Martin and Andrew were inside the studio."	
"disk02"	"NO2"	402	23	"二人の様子を見る。"	"disk02/ｽﾀｼｵ.png"	"main/davL.png"	"EN"	"Look at them."	
"disk02"	"NO2"	402	24	"アンドリュ－の話を聞く。"	"disk02/ｽﾀｼｵ.png"	"main/davL.png"	"EN"	"Talk to Andrew."	
"disk02"	"NO2"	402	25	"マ－チンの話を聞く。"	"disk02/ｽﾀｼｵ.png"	"main/davL.png"	"EN"	"Talk to Martin."	
"disk02"	"NO2"	450	26	"二人とも彼女の事で表情が暗くなっていた。"	"disk02/ｽﾀｼｵ.png"	"main/davL.png"	"EN"	"They were having trouble coping with Claire's death."	
"disk02"	"NO2"	470	28	"アンドリュ－「アランは、まだ来てないし・・・社長もどこかに行ってしまうし・・・本当にツア－が出来るのか心配だな」"	"disk02/ｽﾀｼｵ.png"	"main/andL.png"	"EN"	"Andrew: Alan isn't here yet, the president ran off somewhere... I don't think the tour's going to happen at this point."	
"disk02"	"NO2"	480	29	"デビッド「アランは、まだ来ていないのか？」"	"disk02/ｽﾀｼｵ.png"	"main/davL.png"	"EN"	"David: Where's Alan?"	
"disk02"	"NO2"	490	30	"マ－チン「デビット、こんな状態でツア－なんて・・・」"	"disk02/ｽﾀｼｵ.png"	"main/marL.png"	"EN"	"Martin: We can't think about the tour now, David."	
"disk02"	"NO2"	490	31	"マ－チン「デビット、もうツア－まで一週間しかないんだ・・・」"	"disk02/ｽﾀｼｵ.png"	"main/marL.png"	"EN"	"Martin: Maybe we should delay the tour by a week..."	
"disk02"	"NO2"	500	32	"デビッド「マ－チン、どうしたんだ？・・・顔色が悪いぞ」"	"disk02/ｽﾀｼｵ.png"	"main/davL.png"	"EN"	"David: What's wrong, Martin? You don't look well."	
"disk02"	"NO2"	505	33	"デビット「マ－チン、元気だせよ・・・」"	"disk02/ｽﾀｼｵ.png"	"main/davL.png"	"EN"	"David: Cheer up, Martin..."	
"disk02"	"NO2"	510	34	"アンドリュ－「マ－チン、そんなにしょげるなよ・・・きっと社長が何とかしてくれるさ」"	"disk02/ｽﾀｼｵ.png"	"main/andL.png"	"EN"	"Andrew: Don't lose heart, Martin. The president will think of something."	
"disk02"	"NO2"	520	35	"マ－チン「アンドリュ－は普段から楽天的だからいいけどさ・・・このツア－が成功しなければマスコミの連中がなんて言うか・・・このバンドも・・・」"	"disk02/ｽﾀｼｵ.png"	"main/marL.png"	"EN"	"Martin: You're too optimistic, Andrew. If the tour isn't a success, the media will destroy us. The band will be over."	
"disk02"	"NO2"	540	36	"デビッド「オイオイ！　二人とも、こんな時にもめなくても・・・」"	"disk02/ｽﾀｼｵ.png"	"main/davL.png"	"EN"	"David: Guys, this isn't the time."	
"disk02"	"NO2"	550	37	"アンドリュ－「また始まった！・・・君はいつもバンドの評判ばかり気にするんだ」"	"disk02/ｽﾀｼｵ.png"	"main/andL.png"	"EN"	"Andrew: Not this again! You're way too worried about our ""reputation""."	
"disk02"	"NO2"	555	38	"デビッド「んっ？　誰か来たぞ！」"	"disk02/ｽﾀｼｵ.png"	"main/davL.png"	"EN"	"David: Hm? Someone's coming."	
"disk02"	"NO2"	600	39	"アランが駆け込んできた。"	"disk02/ｽﾀｼｵ.png"	"main/alnL.png"	"EN"	"Alan rushed in."	
"disk02"	"NO2"	630	40	"彼はメンバ－の中では一番の演奏テクニックがあり、曲のアレンジはほとんど彼一人でやってしまうほどの才能の持ち主である。"	"disk02/ｽﾀｼｵ.png"	"main/alnL.png"	"EN"	"He was the most technically skilled member of the band. He was behind the arrangement of most of their songs."	
"disk02"	"NO2"	640	41	"アラン「遅れてしまって、悪い！・・・今まで、ツア－に使うサンプリングソ－ス・ディスクを作っていたんだ・・・クレアの事、本当に残念だったな・・・」"	"disk02/ｽﾀｼｵ.png"	"main/alnL.png"	"EN"	"Alan: Sorry I'm late! I was working on the sampling source disk for the tour... I still can't believe Claire is..."	
"disk02"	"NO2"	650	42	"デビッド「・・・これで、みんなそろった訳だが・・・後は、社長が帰ってくれば・・・あっ、帰ってきたみたいだ」"	"disk02/ｽﾀｼｵ.png"	"main/davL.png"	"EN"	"David: That's all of us, excluding the president—Ah, looks like he's back."	
"disk02"	"NO2"	655	43	"社長兼プロデュ－サ－のリチャ－ドが入ってきた。"	"disk02/ｽﾀｼｵ.png"	"main/davL.png"	"EN"	"Richard, the president and producer, entered the studio."	
"disk02"	"NO2"	657	46	"リチャ－ド「やあ、みんな集まったか・・・話しがあるので、会議室に来てくれ」"	"disk02/ｽﾀｼｵ.png"	"main/rtdL.png"	"EN"	"Richard: You're all here, good. Come to the meeting room, we have to talk."	
"disk02"	"NO2"	10000	68	"ＤＡＴＡをＳＡＶＥしますか？　Ｙ／Ｎ"	"disk02/ｽﾀｼｵ.png"	"main/rtdL.png"	"EN"		
"disk02"	"NO2"	10040	74	"ドライブ１に、ＳＡＶＥ・ディスクを入れて下さい。"	"disk02/ｽﾀｼｵ.png"	"main/rtdL.png"	"EN"		
"disk02"	"NO2"	10070	76	"ドライブ１のディスクが違います。"	"disk02/ｽﾀｼｵ.png"	"main/rtdL.png"	"EN"	"Incorrect disk in Drive 1."	
"disk02"	"NO2"	10110	77	"ＳＡＶＥしました。ドライブ１のディスクに、ＭＡＩＮディスクを入れて下さい。"	"disk02/ｽﾀｼｵ.png"	"main/rtdL.png"	"EN"		
"disk02"	"NO2"	10150	79	"ドライブ１のディスクが違います。"	"disk02/ｽﾀｼｵ.png"	"main/rtdL.png"	"EN"	"Incorrect disk in Drive 1."	
"disk02"	"N3-1"	20	0	"部屋に入ると、一人の若い女性が待っていた。"	"disk02/VIE3.png"	"main/rtdL.png"	"EN"	"A young lady was waiting inside the room."	
"disk02"	"N3-1"	35	1	"メンバ－の表情を見る。"	"disk02/VIE3.png"	"main/rtdL.png"	"EN"	"Look at the other members."	
"disk02"	"N3-1"	35	2	"リチャ－ドの話を聞く。"	"disk02/VIE3.png"	"main/rtdL.png"	"EN"	"Talk to Richard."	
"disk02"	"N3-1"	35	3	"メンバ－の話を聞く。"	"disk02/VIE3.png"	"main/rtdL.png"	"EN"	"Talk to the others."	
"disk02"	"N3-1"	35	4	"スシャ－ナに話しかける。"	"disk02/VIE3.png"	"main/rtdL.png"	"EN"	"Talk to Susanna."	
"disk02"	"N3-1"	50	5	"メンバ－は、社長の話に期待をしているようだ。"	"disk02/VIE3.png"	"main/rtdL.png"	"EN"	"They're waiting for the president to start talking."	
"disk02"	"N3-1"	60	6	"スシャ－ナは、みかけより明かるい神秘的な女性である。"	"disk02/VIE3.png"	"main/rtdL.png"	"EN"	"She appears cheerful at a glance, but there's an air of mystery about her."	
"disk02"	"N3-1"	70	7	"新しくマネ－ジャ－が決まり、なんとか予定通りにツア－へ出られそうだという安心感がメンバ－にひろがった。"	"disk02/VIE3.png"	"main/rtdL.png"	"EN"	"With a new manager, the tour will take place as planned. The members felt relieved at the news."	
"disk02"	"N3-1"	220	8	"リチャ－ド「どうも、大変な事になってしまった。とりあえず紹介しておこう。彼女はスシャ－ナ・リン。君達の新しいマネ－ジャ－だ」"	"disk02/VIE3.png"	"main/rtdL.png"	"EN"	"Richard: It's been a tough day for all of us. Allow me to make the introductions. This is Susanna Ling, your new manager."	
"disk02"	"N3-1"	230	10	"スシャ－ナ「よろしく！　エレノ・ヴィジョンのみなさん」"	"disk02/VIE3.png"	"main/linR.png"	"EN"	"Susanna: Nice to meet you, Eleno Vision!"	
"disk02"	"N3-1"	240	11	"アンドリュ－「アンドリュ－・ベイカ－です。よろしく！」"	"disk02/VIE3.png"	"main/andL.png"	"EN"	"Andrew: I'm Andrew Baker. It's my pleasure."	
"disk02"	"N3-1"	241	12	"アラン「アレンジ担当のアラン・スティ－ベルだ」"	"disk02/VIE3.png"	"main/alnL.png"	"EN"	"Alan: I'm Alan Stiebel, in charge of arrangements."	
"disk02"	"N3-1"	242	13	"マ－チン「作曲担当のマ－チン・ビンセントです。よろしくおねがいします！」"	"disk02/VIE3.png"	"main/marL.png"	"EN"	"Martin: I'm the composer, Martin Vincent. Nice to meet you."	
"disk02"	"N3-1"	245	14	"デビット「・・・よろしく・・・」"	"disk02/VIE3.png"	"main/davL.png"	"EN"	"David: ...Nice to meet you."	
"disk02"	"N3-1"	250	15	"リチャ－ド「みんな何か質問は、ないかね？」"	"disk02/VIE3.png"	"main/rtdL.png"	"EN"	"Richard: Any questions?"	
"disk02"	"N3-1"	252	16	"リチャ－ド「スシャ－ナ、デビットはクレアの事で少し疲れているようだ。私から誤るよ」"	"disk02/VIE3.png"	"main/rtdL.png"	"EN"	"Richard: Sorry about David, Susanna. He's still recovering from Claire's passing."	
"disk02"	"N3-1"	255	17	"リチャ－ド「みんな他に質問は？」"	"disk02/VIE3.png"	"main/rtdL.png"	"EN"	"Richard: Any other questions?"	
"disk02"	"N3-1"	260	18	"アンドリュ－「さすが社長だ。どこからスカウトしてきたんですか？」"	"disk02/VIE3.png"	"main/andL.png"	"EN"	"Andrew: That's the president for you. Where did you scout her from?"	
